Log_ID,Server_ID,Server_Cluster_x,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Source_Station,Log_Date,Hour_Of_Day,Total_Time_Hours,Availability (%),Is_High_CPU,Is_High_Memory,Is_High_Disk_IO,Hostname,IP_Address,OS_Type,Server_Location,Admin_Name,Server_Cluster_y,Admin_Email,Admin_Phone
Station2_LOG00925,SRV056,CL-4,2025-08-02 20:14:00,67.07,44.2,7.22,0.72,15.04,568.25,5.31,Station2,2025-08-02,20,573.56,99.07420322198202,False,False,False,host-056,10.0.140.244,Windows,New York,George,CL-4,george@xyzcorp.com,+1-202-749-4405
Station2_LOG00926,SRV071,CL-2,2025-08-02 21:46:00,60.68,68.74,13.21,4.23,2.09,342.16,9.11,Station2,2025-08-02,21,351.27000000000004,97.40655336350954,False,False,False,host-071,10.0.214.19,Linux,Frankfurt,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG00927,SRV031,CL-7,2025-08-01 12:02:00,80.35,86.14,5.84,20.22,19.21,452.99,2.39,Station2,2025-08-01,12,455.38,99.47516359963107,False,True,False,host-031,10.0.74.72,Linux,London,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG00928,SRV036,CL-9,2025-08-02 02:58:00,34.59,83.33,29.96,4.38,4.09,661.09,0.62,Station2,2025-08-02,2,661.71,99.90630336552266,False,False,False,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896
Station2_LOG00929,SRV017,CL-6,2025-08-01 03:05:00,35.45,74.29,11.95,28.27,15.58,652.1,6.39,Station2,2025-08-01,3,658.49,99.02959801971176,False,False,False,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213
Station2_LOG00930,SRV019,CL-2,2025-08-01 13:26:00,19.87,33.48,66.71,4.13,7.7,857.09,5.05,Station2,2025-08-01,13,862.14,99.41424826594289,False,False,False,host-019,10.0.37.201,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station2_LOG00931,SRV017,CL-6,2025-08-02 19:54:00,44.39,25.49,72.18,8.4,23.31,278.93,9.23,Station2,2025-08-02,19,288.16,96.79691837867851,False,False,False,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213
Station2_LOG00932,SRV050,CL-1,2025-08-02 22:29:00,68.53,79.05,12.25,0.84,1.48,819.7,5.4,Station2,2025-08-02,22,825.1,99.34553387468186,False,False,False,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896
Station2_LOG00933,SRV078,CL-1,2025-08-02 21:11:00,19.54,85.93,56.9,9.2,11.14,159.78,2.55,Station2,2025-08-02,21,162.33,98.42912585474033,False,True,False,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405
Station2_LOG00934,SRV094,CL-8,2025-08-01 10:32:00,68.02,42.98,26.02,9.94,7.19,774.19,4.73,Station2,2025-08-01,10,778.9200000000001,99.39274893442202,False,False,False,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station2_LOG00935,SRV070,CL-1,2025-08-02 11:13:00,30.19,27.95,21.75,5.58,1.61,823.98,8.87,Station2,2025-08-02,11,832.85,98.93498228972804,False,False,False,host-070,10.0.46.35,Linux,Singapore,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG00936,SRV056,CL-4,2025-08-02 09:36:00,38.7,38.42,55.04,15.61,14.62,780.8,2.2,Station2,2025-08-02,9,783.0,99.71902937420178,False,False,False,host-056,10.0.140.244,Windows,New York,George,CL-4,george@xyzcorp.com,+1-202-749-4405
Station2_LOG00937,SRV011,CL-7,2025-08-01 11:57:00,45.39,71.36,49.69,10.02,19.13,222.58,5.07,Station2,2025-08-01,11,227.65,97.77289699099495,False,False,False,host-011,10.0.220.226,Windows,Singapore,Fiona,CL-7,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG00938,SRV066,CL-9,2025-08-01 13:41:00,62.66,61.715,31.45,26.26,21.54,887.32,8.6,Station2,2025-08-01,13,895.9200000000001,99.04009286543442,False,False,False,host-066,10.0.248.134,Linux,Frankfurt,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG00939,SRV070,CL-1,2025-08-02 00:53:00,33.67,31.37,6.51,0.83,12.46,648.37,3.78,Station2,2025-08-02,0,652.15,99.42037874722074,False,False,False,host-070,10.0.46.35,Linux,Singapore,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG00940,SRV040,CL-6,2025-08-02 05:53:00,92.21,82.73,68.1,1.55,21.27,774.01,7.54,Station2,2025-08-02,5,781.55,99.0352504638219,True,False,False,host-040,10.0.135.185,Windows,New York,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG00941,SRV043,CL-8,2025-08-01 03:26:00,77.1,23.21,44.19,23.02,9.42,206.04,4.07,Station2,2025-08-01,3,210.10999999999999,98.0629194231593,False,False,False,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG00942,SRV084,CL-9,2025-08-02 03:19:00,65.31,45.11,29.59,24.66,4.42,959.66,1.31,Station2,2025-08-02,3,960.9699999999999,99.86367940726558,False,False,False,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG00943,SRV077,CL-1,2025-08-01 16:49:00,68.0,53.845,77.08,27.5,13.8,248.78,0.24,Station2,2025-08-01,16,249.02,99.90362219902016,False,False,False,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG00944,SRV081,CL-4,2025-08-02 05:40:00,53.96,72.06,10.38,2.13,21.99,810.82,9.29,Station2,2025-08-02,5,820.11,98.86722512833644,False,False,False,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213
Station2_LOG00945,SRV011,CL-7,2025-08-02 10:39:00,20.54,88.4,78.41,0.77,22.43,538.6,6.01,Station2,2025-08-02,10,544.61,98.89645801582783,False,True,False,host-011,10.0.220.226,Windows,Singapore,Fiona,CL-7,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG00946,SRV040,CL-6,2025-08-01 06:23:00,65.13,35.39,10.42,29.0,11.18,826.17,0.12,Station2,2025-08-01,6,826.29,99.98547725374868,False,False,False,host-040,10.0.135.185,Windows,New York,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG00947,SRV082,CL-10,2025-08-01 15:59:00,63.39,45.89,52.14,10.19,14.04,448.04,9.03,Station2,2025-08-01,15,457.07,98.02437263438861,False,False,False,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213
Station2_LOG00948,SRV043,CL-8,2025-08-01 14:27:00,87.95,55.45,31.2,11.78,9.17,798.06,4.27,Station2,2025-08-01,14,802.3299999999999,99.46780003240562,True,False,False,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG00949,SRV077,CL-1,2025-08-01 12:35:00,34.77,64.83,76.74,0.97,1.42,321.18,2.17,Station2,2025-08-01,12,323.35,99.32890057213545,False,False,False,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG00950,SRV040,CL-6,2025-08-02 16:25:00,25.79,77.49,12.37,28.73,10.84,817.31,3.72,Station2,2025-08-02,16,821.03,99.54691058792005,False,False,False,host-040,10.0.135.185,Windows,New York,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG00951,SRV097,CL-3,2025-08-01 22:17:00,50.85,76.35,50.12,23.64,18.26,845.98,9.82,Station2,2025-08-01,22,855.8000000000001,98.85253563916802,False,False,False,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG00952,SRV028,CL-2,2025-08-02 07:18:00,19.47,56.65,25.15,26.17,12.82,760.95,8.29,Station2,2025-08-02,7,769.24,98.92231293224482,False,False,False,host-028,10.0.151.99,Linux,Singapore,Fiona,CL-2,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG00953,SRV017,CL-6,2025-08-02 07:37:00,65.06,70.09,53.42,20.89,10.45,643.95,6.0,Station2,2025-08-02,7,649.95,99.0768520655435,False,False,False,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213
Station2_LOG00954,SRV050,CL-1,2025-08-02 22:11:00,13.52,51.45,43.88,14.07,17.95,674.56,9.61,Station2,2025-08-02,22,684.17,98.59537834164024,False,False,False,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896
Station2_LOG00955,SRV081,CL-4,2025-08-01 10:33:00,29.59,20.6,39.400000000000006,4.17,17.54,841.71,5.11,Station2,2025-08-01,10,846.82,99.39656597624052,False,False,False,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213
Station2_LOG00956,SRV026,CL-2,2025-08-02 17:53:00,78.1,43.28,58.24,24.06,12.0,104.98,7.63,Station2,2025-08-02,17,112.61,93.22440280614511,False,False,False,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station2_LOG00957,SRV054,CL-9,2025-08-02 07:01:00,37.53,41.72,44.34,6.37,5.54,994.18,3.21,Station2,2025-08-02,7,997.39,99.67815999759372,False,False,False,host-054,10.0.204.57,Windows,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167
Station2_LOG00958,SRV046,CL-7,2025-08-01 16:45:00,38.49,69.26,36.75,2.06,21.78,624.91,3.15,Station2,2025-08-01,16,628.06,99.49845556157055,False,False,False,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405
Station2_LOG00959,SRV012,CL-3,2025-08-02 08:29:00,57.29,43.37,16.22,9.57,6.89,975.91,5.52,Station2,2025-08-02,8,981.43,99.43755540384949,False,False,False,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG00960,SRV096,CL-4,2025-08-01 04:20:00,42.45,87.34,52.64,3.91,12.56,921.77,9.39,Station2,2025-08-01,4,931.16,98.99158039434684,False,True,False,host-096,10.0.247.66,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG00961,SRV094,CL-8,2025-08-02 23:20:00,11.71,61.42,59.95,6.98,15.42,339.11,4.61,Station2,2025-08-02,23,343.72,98.65879204003258,False,False,False,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station2_LOG00962,SRV084,CL-9,2025-08-01 16:54:00,69.53,43.57,41.435,14.6,12.44,958.96,6.41,Station2,2025-08-01,16,965.37,99.33600588375442,False,False,False,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG00963,SRV001,CL-8,2025-08-01 20:43:00,83.06,20.62,5.89,1.93,2.06,249.0,0.82,Station2,2025-08-01,20,249.82,99.67176366984228,False,False,False,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405
Station2_LOG00964,SRV020,CL-9,2025-08-02 17:20:00,15.44,54.79,79.94,4.73,1.82,392.45,4.06,Station2,2025-08-02,17,396.51,98.9760661773978,False,False,False,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG00965,SRV011,CL-7,2025-08-02 09:30:00,52.47,63.71,29.37,7.82,21.98,573.63,8.76,Station2,2025-08-02,9,582.39,98.49585329418431,False,False,False,host-011,10.0.220.226,Windows,Singapore,Fiona,CL-7,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG00966,SRV067,CL-5,2025-08-02 09:33:00,71.46,46.76,30.23,3.06,11.45,535.11,0.54,Station2,2025-08-02,9,535.65,99.89918790254832,False,False,False,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG00967,SRV036,CL-9,2025-08-01 03:34:00,20.57,61.61,65.59,4.32,23.9,437.87,2.81,Station2,2025-08-01,3,440.68,99.36234909685032,False,False,False,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896
Station2_LOG00968,SRV036,CL-9,2025-08-02 15:17:00,85.24,53.07,6.14,11.15,23.29,122.15,9.32,Station2,2025-08-02,15,131.47,92.91093025024722,True,False,False,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896
Station2_LOG00969,SRV066,CL-9,2025-08-01 00:07:00,79.24,53.64,39.38,0.9,5.83,864.11,1.33,Station2,2025-08-01,0,865.44,99.84632094657051,False,False,False,host-066,10.0.248.134,Linux,Frankfurt,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG00970,SRV046,CL-7,2025-08-01 20:39:00,72.7,27.02,20.31,26.31,14.27,452.53,1.7,Station2,2025-08-01,20,454.22999999999996,99.62574026374304,False,False,False,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405
Station2_LOG00971,SRV073,CL-3,2025-08-01 08:13:00,45.97,63.88,40.77,24.45,7.68,901.26,5.45,Station2,2025-08-01,8,906.71,99.39892578663519,False,False,False,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405
Station2_LOG00972,SRV086,CL-4,2025-08-01 01:14:00,63.25,75.94,13.63,14.85,15.92,221.27,0.3,Station2,2025-08-01,1,221.57000000000002,99.86460260865641,False,False,False,host-086,10.0.41.192,Linux,New York,Hannah,CL-4,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG00973,SRV032,CL-4,2025-08-01 03:44:00,41.89,71.32,34.64,23.1,18.37,392.15,3.1,Station2,2025-08-01,3,395.25,99.21568627450979,False,False,False,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG00974,SRV086,CL-4,2025-08-01 00:40:00,93.86,28.34,16.77,24.25,1.9,820.35,9.43,Station2,2025-08-01,0,829.78,98.86355419508787,True,False,False,host-086,10.0.41.192,Linux,New York,Hannah,CL-4,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG00975,SRV012,CL-3,2025-08-01 17:01:00,67.09,29.56,69.36,10.09,19.04,183.54,1.79,Station2,2025-08-01,17,185.32999999999998,99.03415529056278,False,False,False,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG00976,SRV081,CL-4,2025-08-02 14:59:00,52.41,30.0,8.55,19.74,0.75,312.82,4.84,Station2,2025-08-02,14,317.65999999999997,98.4763583705849,False,False,False,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213
Station2_LOG00977,SRV066,CL-9,2025-08-01 18:28:00,69.64,80.99,27.24,3.59,12.99,230.48,7.25,Station2,2025-08-01,18,237.73,96.95032179363143,False,False,False,host-066,10.0.248.134,Linux,Frankfurt,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG00978,SRV031,CL-7,2025-08-02 13:14:00,15.89,62.56,51.15,27.59,5.16,803.41,8.38,Station2,2025-08-02,13,811.79,98.96771332487467,False,False,False,host-031,10.0.74.72,Linux,London,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG00979,SRV028,CL-2,2025-08-02 00:54:00,93.71,51.89,27.73,7.27,3.46,138.98,9.69,Station2,2025-08-02,0,148.67,93.48220891908254,True,False,False,host-028,10.0.151.99,Linux,Singapore,Fiona,CL-2,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG00980,SRV001,CL-8,2025-08-01 09:25:00,63.74,60.58,22.49,22.49,2.34,419.93,9.06,Station2,2025-08-01,9,428.99,97.88806265880324,False,False,False,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405
Station2_LOG00981,SRV031,CL-7,2025-08-02 08:50:00,27.28,26.76,5.76,3.18,10.94,261.94,3.46,Station2,2025-08-02,8,265.4,98.69630746043708,False,False,False,host-031,10.0.74.72,Linux,London,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG00982,SRV067,CL-5,2025-08-02 11:37:00,59.2,86.47,15.35,11.94,20.75,499.88,8.12,Station2,2025-08-02,11,508.0,98.4015748031496,False,True,False,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG00983,SRV050,CL-1,2025-08-02 12:49:00,20.72,42.68,7.91,19.4,16.76,480.69,0.88,Station2,2025-08-02,12,481.57,99.81726436447454,False,False,False,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896
Station2_LOG00984,SRV020,CL-9,2025-08-01 02:39:00,91.32,81.85,44.01,3.0,6.04,296.91,0.16,Station2,2025-08-01,2,297.07000000000005,99.94614064025313,True,False,False,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG00985,SRV086,CL-4,2025-08-02 07:24:00,84.78,72.71,24.76,20.55,18.39,438.57,8.25,Station2,2025-08-02,7,446.82,98.1536189069424,False,False,False,host-086,10.0.41.192,Linux,New York,Hannah,CL-4,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG00986,SRV014,CL-10,2025-08-01 15:11:00,34.43,63.36,58.13,11.12,3.7,882.13,8.83,Station2,2025-08-01,15,890.96,99.00893418335278,False,False,False,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG00987,SRV056,CL-4,2025-08-02 15:00:00,88.01,77.86,13.1,20.55,19.44,476.59,0.35,Station2,2025-08-02,15,476.94,99.92661550719167,True,False,False,host-056,10.0.140.244,Windows,New York,George,CL-4,george@xyzcorp.com,+1-202-749-4405
Station2_LOG00988,SRV050,CL-1,2025-08-02 07:55:00,24.19,33.81,50.78,10.51,2.96,657.35,8.76,Station2,2025-08-02,7,666.11,98.68490189308072,False,False,False,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896
Station2_LOG00989,SRV032,CL-4,2025-08-02 03:46:00,38.04,32.1,8.76,10.9,16.92,869.15,1.11,Station2,2025-08-02,3,870.26,99.87245191092316,False,False,False,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG00990,SRV040,CL-6,2025-08-01 18:42:00,48.78,44.16,6.81,12.24,13.8,203.37,4.59,Station2,2025-08-01,18,207.96,97.79284477784189,False,False,False,host-040,10.0.135.185,Windows,New York,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG00991,SRV019,CL-2,2025-08-01 02:53:00,36.5,67.32,29.48,2.45,15.24,650.75,1.74,Station2,2025-08-01,2,652.49,99.73332924642523,False,False,False,host-019,10.0.37.201,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station2_LOG00992,SRV014,CL-10,2025-08-01 11:57:00,53.8,51.34,35.03,14.84,11.6,614.49,0.69,Station2,2025-08-01,11,615.1800000000001,99.88783770603725,False,False,False,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG00993,SRV097,CL-3,2025-08-01 06:59:00,32.16,48.75,22.3,4.04,11.98,208.44,4.43,Station2,2025-08-01,6,212.87,97.9189176492695,False,False,False,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG00994,SRV027,CL-7,2025-08-01 09:15:00,41.69,87.2,50.22,7.47,16.12,139.37,3.87,Station2,2025-08-01,9,143.24,97.29824071488412,False,True,False,host-027,10.0.70.125,Linux,Singapore,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG00995,SRV023,CL-1,2025-08-01 01:07:00,10.83,47.68,53.47,9.28,3.25,393.72,8.6,Station2,2025-08-01,1,402.32000000000005,97.86239809107178,False,False,False,host-023,10.0.60.118,Windows,Singapore,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG00996,SRV028,CL-2,2025-08-01 12:16:00,71.99,88.72,32.99,2.51,4.21,138.45,0.72,Station2,2025-08-01,12,139.17,99.48264712222462,False,True,False,host-028,10.0.151.99,Linux,Singapore,Fiona,CL-2,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG00997,SRV063,CL-10,2025-08-01 07:49:00,35.14,75.96,21.51,11.55,17.61,565.48,6.78,Station2,2025-08-01,7,572.26,98.81522384929927,False,False,False,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896
Station2_LOG00998,SRV082,CL-10,2025-08-02 21:31:00,88.43,62.15,23.16,11.35,5.65,243.61,6.09,Station2,2025-08-02,21,249.70000000000002,97.56107328794553,True,False,False,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213
Station2_LOG00999,SRV054,CL-9,2025-08-01 18:11:00,46.36,73.22,33.21,5.35,12.22,570.97,5.28,Station2,2025-08-01,18,576.25,99.08373101952279,False,False,False,host-054,10.0.204.57,Windows,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167
Station2_LOG01000,SRV045,CL-2,2025-08-01 15:57:00,10.69,69.37,13.49,2.07,14.4,696.01,8.44,Station2,2025-08-01,15,704.45,98.80190219320036,False,False,False,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station2_LOG01001,SRV048,CL-9,2025-08-02 00:56:00,50.94,50.54,65.29,26.5,2.18,962.86,7.81,Station2,2025-08-02,0,970.67,99.19540111469398,False,False,False,host-048,10.0.64.1,Linux,Frankfurt,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG01002,SRV006,CL-4,2025-08-02 07:49:00,61.28,80.07,6.97,22.48,1.36,672.38,9.64,Station2,2025-08-02,7,682.02,98.58655171402599,False,False,False,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896
Station2_LOG01003,SRV008,CL-1,2025-08-02 03:48:00,45.15,49.935,36.65,4.99,6.61,602.44,5.04,Station2,2025-08-02,3,607.48,99.17034305656153,False,False,False,host-008,10.0.121.33,Linux,New York,Bob,CL-1,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01004,SRV096,CL-4,2025-08-02 02:54:00,80.06,45.88,67.37,7.52,15.38,221.9,4.79,Station2,2025-08-02,2,226.69,97.88698222241828,False,False,False,host-096,10.0.247.66,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG01005,SRV048,CL-9,2025-08-01 19:33:00,51.4,83.81,78.71,24.93,21.5,986.58,7.41,Station2,2025-08-01,19,993.99,99.25451966317569,False,False,False,host-048,10.0.64.1,Linux,Frankfurt,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG01006,SRV094,CL-8,2025-08-02 12:44:00,94.64,39.25,41.72,14.56,22.68,837.32,6.98,Station2,2025-08-02,12,844.3000000000001,99.1732796399384,True,False,False,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station2_LOG01007,SRV040,CL-6,2025-08-02 05:48:00,23.81,80.45,69.91,7.38,8.69,889.22,9.89,Station2,2025-08-02,5,899.11,98.90002335643024,False,False,False,host-040,10.0.135.185,Windows,New York,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215
Station2_LOG01008,SRV048,CL-9,2025-08-02 05:09:00,37.12,87.41,68.29,14.35,5.54,395.34,6.41,Station2,2025-08-02,5,401.75,98.40448039825762,False,True,False,host-048,10.0.64.1,Linux,Frankfurt,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG01009,SRV071,CL-2,2025-08-01 10:48:00,32.94,35.53,9.16,5.02,20.16,697.38,9.66,Station2,2025-08-01,10,707.04,98.6337406653089,False,False,False,host-071,10.0.214.19,Linux,Frankfurt,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG01010,SRV063,CL-10,2025-08-02 08:47:00,80.58,89.91,61.59,8.98,11.88,334.97,9.18,Station2,2025-08-02,8,344.15000000000003,97.3325584774081,False,True,False,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896
Station2_LOG01011,SRV046,CL-7,2025-08-01 16:28:00,40.35,83.51,18.67,4.97,4.03,302.03,8.72,Station2,2025-08-01,16,310.75,97.19388576025743,False,False,False,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405
Station2_LOG01012,SRV005,CL-3,2025-08-02 13:07:00,47.2,51.66,73.98,4.13,12.190000000000001,148.46,0.69,Station2,2025-08-02,13,149.15,99.53737847804224,False,False,False,host-005,10.0.39.146,Windows,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073
Station2_LOG01013,SRV011,CL-7,2025-08-01 02:10:00,61.14,89.19,47.86,14.1,7.35,306.41,6.34,Station2,2025-08-01,2,312.75,97.97282174260592,False,True,False,host-011,10.0.220.226,Windows,Singapore,Fiona,CL-7,fiona@xyzcorp.com,+1-202-230-1591
Station2_LOG01014,SRV006,CL-4,2025-08-01 07:58:00,17.6,34.14,71.23,13.87,20.16,760.2,9.25,Station2,2025-08-01,7,769.45,98.79784261485477,False,False,False,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896
Station2_LOG01015,SRV026,CL-2,2025-08-02 03:53:00,57.26,77.74,9.55,4.92,21.37,258.59,7.6,Station2,2025-08-02,3,266.19,97.14489650249821,False,False,False,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station2_LOG01016,SRV046,CL-7,2025-08-02 12:51:00,90.66,47.88,31.34,19.37,1.04,535.14,8.61,Station2,2025-08-02,12,543.75,98.41655172413792,True,False,False,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405
Station2_LOG01017,SRV041,CL-10,2025-08-01 12:31:00,11.01,28.86,72.41,24.54,2.42,726.95,3.49,Station2,2025-08-01,12,730.44,99.52220579376814,False,False,False,host-041,10.0.187.69,Linux,Mumbai,Hannah,CL-10,hannah@xyzcorp.com,+1-202-151-5538
Station2_LOG01018,SRV056,CL-4,2025-08-02 18:37:00,31.94,31.43,10.39,6.42,19.44,567.33,0.33,Station2,2025-08-02,18,567.6600000000001,99.94186661029488,False,False,False,host-056,10.0.140.244,Windows,New York,George,CL-4,george@xyzcorp.com,+1-202-749-4405
Station2_LOG01019,SRV019,CL-2,2025-08-02 08:24:00,50.41,46.5,8.85,17.15,5.23,901.47,3.57,Station2,2025-08-02,8,905.0400000000001,99.60554229647308,False,False,False,host-019,10.0.37.201,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
